129.342,1040
129.699,0
130.078,1038
130.792,1038
131.166,0
131.528,1042
132.264,1044
132.995,1048
133.715,1050
134.451,1054
135.187,1058
135.917,1060
136.653,1064
137.373,1066
138.06,1074
138.779,1082
139.515,1084
140.246,1088
140.982,1094
141.702,1096
142.432,1104
143.168,1110
143.904,1116
144.575,1118
145.311,1128
146.03,1134
146.761,1142
147.497,1148
148.233,1160
149.013,1072
149.793,1048
150.529,1040
151.199,1112
151.996,1052
152.776,1022
153.512,998
154.248,986
154.968,984
155.698,986
156.434,988
157.17,984
157.95,978
158.687,972
159.417,960
160.203,930
160.933,918
161.719,904
162.449,890
163.229,878
163.965,864
164.702,850
165.482,838
166.218,828
166.998,814
167.794,786
168.574,758
169.31,746
170.09,738
170.826,732
171.562,732
172.277,730
173.013,732
173.749,730
174.479,724
175.265,716
176.012,708
176.792,698
177.545,692
178.281,686
179.077,682
179.808,678
180.544,674
181.28,668
182.076,662
182.812,650
183.609,640
184.34,634
185.136,630
185.872,628
186.608,626
187.339,622
188.091,622
188.828,618
189.624,614
190.355,610
191.091,606
191.827,604
192.557,600
193.359,598
194.09,598
194.826,594
195.573,594
196.309,592
197.045,588
197.776,586
198.578,584
199.308,584
200.045,582
200.781,580
201.528,578
202.264,580
203,576
203.73,574
204.467,574
205.214,572
205.95,572
206.686,572
207.482,570
208.218,570
208.905,574
209.685,570
210.432,570
211.168,568
211.904,566
212.64,560
213.437,558
214.167,556
214.904,558
215.59,562
216.326,566
217.062,568
217.749,572
218.48,574
219.216,576
219.952,576
220.699,576
221.435,580
222.171,578
222.902,582
223.638,578
224.374,578
225.121,580
225.857,578
226.593,576
227.324,576
228.06,574
228.812,574
229.543,572
230.279,574
231.015,580
231.746,582
232.432,592
233.168,596
233.855,602
234.591,610
235.278,618
236.014,622
236.75,628
237.437,632
238.167,636
238.903,642
239.59,650
240.326,656
241.062,660
241.793,662
242.479,668
243.215,670
243.951,672
244.688,676
245.418,682
246.121,684
246.857,692
247.604,694
248.357,696
249.324,618
250.137,606
250.873,612
251.576,620
252.202,652
252.779,720
253.526,720
254.279,708
255.075,698
255.828,688
256.624,680
257.371,670
258.184,660
258.92,652
259.733,644
260.48,638
261.277,628
262.029,622
262.826,614
263.573,608
264.326,602
265.122,594
265.875,592
266.671,584
267.418,580
268.171,572
268.967,570
269.714,562
270.527,558
271.263,552
272.076,546
272.823,542
273.56,540
274.312,538
275.12,530
275.856,530
276.608,526
277.421,522
278.152,520
278.904,516
279.651,514
280.448,508
281.201,506
281.953,504
282.7,503
283.497,500
284.249,496
284.996,496
285.749,492
286.545,491
287.292,491
288.045,487
288.781,484
289.528,485
290.341,480
291.077,480
291.824,479
292.577,478
293.324,477
294.077,476
294.807,475
295.56,475
296.373,472
297.109,471
297.812,473
298.608,471
299.355,470
300.108,469
300.839,471
301.591,468
302.344,469
303.091,469
303.843,469
304.574,470
305.327,472
306.074,470
306.826,471
307.573,471
308.265,473
309.012,473
309.749,476
310.496,476
311.248,477
311.995,479
312.748,480
313.484,481
314.231,481
314.918,483
315.67,484
316.417,486
317.17,489
317.917,491
318.609,492
319.356,494
320.109,497
320.856,501
321.542,502
322.295,504
323.042,506
323.795,508
324.542,510
325.234,515
325.981,518
326.733,522
327.42,524
328.167,528
328.92,532
329.623,536
330.359,540
331.106,542
331.859,546
332.562,548
333.309,554
334.045,558
334.748,564
335.495,570
336.187,574
336.934,578
337.687,584
338.373,586
339.12,596
339.824,604
340.576,608
341.312,614
342.015,624
342.762,630
343.449,638
344.202,644
344.888,654
345.635,660
346.339,666
347.091,678
347.778,684
348.53,696
349.217,708
349.964,716
350.656,728
351.403,738
352.106,750
352.859,762
353.326,770
354.045,784
354.787,0
355.419,804
356.078,822
356.792,838
357.451,856
358.154,868
358.808,888
359.528,908
